Id,num_steps,num_positions
seq_002418,4921,88
seq_002419,3013,88
seq_002420,1498,88
seq_002421,3613,88
seq_002422,3715,88
seq_002423,1009,88
seq_002424,5239,88
seq_002425,2725,88
seq_002426,6226,88
seq_002427,3221,88
seq_002428,3304,88
seq_002429,2289,88
seq_002430,5276,88
seq_002431,4011,88
seq_002432,10695,88
seq_002433,8394,88
seq_002434,4140,88
seq_002435,2100,88
seq_002436,4628,88
seq_002437,8041,88
seq_002438,2295,88
seq_002439,679,88
seq_002440,3992,88
seq_002441,3398,88
seq_002442,9395,88
seq_002443,1368,88
seq_002444,4067,88
seq_002445,2382,88
seq_002446,1466,88
seq_002447,3028,88
seq_002448,8645,88
seq_002449,2001,88
seq_002450,3849,88
seq_002451,1668,88
seq_002452,4905,88
seq_002453,3826,88
seq_002454,5357,88
seq_002455,4789,88
seq_002456,990,88
seq_002457,2432,88
seq_002458,9116,88
seq_002459,4812,88
seq_002460,5341,88
seq_002461,6595,88
seq_002462,5855,88
seq_002463,7574,88
seq_002464,5740,88
seq_002465,3268,88
seq_002466,6484,88
seq_002467,3330,88
seq_002468,5642,88
seq_002469,9230,88
seq_002470,4457,88
seq_002471,3864,88
seq_002472,5117,88
seq_002473,5414,88
seq_002474,5189,88
seq_002475,5671,88
seq_002476,8675,88
seq_002477,5834,88
seq_002478,2067,88
seq_002479,5036,88
seq_002480,2124,88
seq_002481,6668,88
seq_002482,3536,88
seq_002483,3306,88
seq_002484,3388,88
seq_002485,3353,88
seq_002486,8870,88
seq_002487,9625,88
seq_002488,3393,88
seq_002489,9771,88
seq_002490,4017,88
seq_002491,4858,88
seq_002492,1676,88
seq_002493,11254,88
seq_002494,5874,88
seq_002495,4285,88
seq_002496,1006,88
seq_002497,4285,88
seq_002498,4378,88
seq_002499,3182,88
seq_002500,1585,88
seq_002501,6696,88
seq_002502,5715,88
seq_002503,3067,88
seq_002504,5257,88
seq_002505,3840,88
seq_002506,5956,88
seq_002507,3456,88
seq_002508,6187,88
seq_002509,9878,88
seq_002510,5380,88
seq_002511,4291,88
seq_002512,5556,88
seq_002513,5967,88
seq_002514,8804,88
seq_002515,3678,88
seq_002516,3945,88
seq_002517,3789,88
seq_002518,3790,88
seq_002519,2391,88
seq_002520,7333,88
seq_002521,5916,88
seq_002522,7752,88
seq_002523,1550,88
seq_002524,4661,88
seq_002525,7722,88
seq_002526,4415,88
seq_002527,5127,88
seq_002528,4677,88
seq_002529,3252,88
seq_002530,4597,88
seq_002531,1788,88
seq_002532,8627,88
seq_002533,4077,88
seq_002534,2038,88
seq_002535,6063,88
seq_002536,11617,88
seq_002537,10511,88
seq_002538,4458,88
seq_002539,3061,88
seq_002540,1151,88
seq_002541,3165,88
seq_002542,6528,88
seq_002543,6706,88
seq_002544,1911,88
seq_002545,3161,88
seq_002546,4922,88
seq_002547,6217,88
seq_002548,5868,88
seq_002549,10228,88
seq_002550,4171,88
seq_002551,2578,88
seq_002552,11656,88
seq_002553,1678,88
seq_002554,7278,88
seq_002555,3538,88
seq_002556,7443,88
seq_002557,3249,88
seq_002558,7904,88
seq_002559,5159,88
seq_002560,4988,88
seq_002561,11676,88
seq_002562,2296,88
seq_002563,7331,88
seq_002564,7678,88
seq_002565,5635,88
seq_002566,7752,88
seq_002567,3933,88
seq_002568,7203,88
seq_002569,6004,88
seq_002570,6113,88
seq_002571,6222,88
seq_002572,3709,88
seq_002573,5624,88
seq_002574,3346,88
seq_002575,4274,88
seq_002576,1201,88
seq_002577,3921,88
seq_002578,8008,88
seq_002579,3480,88
seq_002580,4668,88
seq_002581,4016,88
seq_002582,2517,88
seq_002583,3672,88
seq_002584,7738,88
seq_002585,9921,88
seq_002586,2913,88
seq_002587,8469,88
seq_002588,10999,88
seq_002589,5289,88
seq_002590,11548,88
seq_002591,3339,88
seq_002592,1739,88
seq_002593,3478,88
seq_002594,5013,88
seq_002595,5945,88
seq_002596,3456,88
seq_002597,5822,88
seq_002598,3009,88
seq_002599,3731,88
seq_002600,4394,88
seq_002601,6932,88
seq_002602,869,88
seq_002603,1735,88
seq_002604,4505,88
seq_002605,4091,88
seq_002606,5616,88
seq_002607,8942,88
seq_002608,5165,88
seq_002609,3992,88
seq_002610,2541,88
seq_002611,5946,88
seq_002612,2477,88
seq_002613,6629,88
seq_002614,4418,88
seq_002615,1294,88
seq_002616,2916,88
seq_002617,10231,88
seq_002618,3777,88
seq_002619,3337,88
seq_002620,2941,88
seq_002621,3818,88
seq_002622,4681,88
seq_002623,5324,88
seq_002624,11121,88
seq_002625,8161,88
seq_002626,2560,88
seq_002627,3805,88
seq_002628,2073,88
seq_002629,9855,88
seq_002630,5465,88
seq_002631,3928,88
seq_002632,3554,88
seq_002633,6245,88
seq_002634,7472,88
seq_002635,3357,88
seq_002636,9088,88
seq_002637,5269,88
seq_002638,6900,88
seq_002639,4503,88
seq_002640,8466,88
seq_002641,9226,88
seq_002642,810,88
seq_002643,11132,88
seq_002644,3129,88
seq_002645,3573,88
seq_002646,4226,88
seq_002647,4070,88
seq_002648,5876,88
seq_002649,2538,88
seq_002650,6237,88
seq_002651,2079,88
seq_002652,4738,88
seq_002653,2912,88
seq_002654,9617,88
seq_002655,2461,88
seq_002656,10503,88
seq_002657,4751,88
seq_002658,6764,88
seq_002659,2533,88
seq_002660,2313,88
seq_002661,717,88
seq_002662,5391,88
seq_002663,7089,88
seq_002664,7424,88
seq_002665,4023,88
seq_002666,4839,88
seq_002667,4585,88
seq_002668,4001,88
seq_002669,6204,88
seq_002670,3061,88
seq_002671,5896,88
seq_002672,3728,88
seq_002673,7738,88
seq_002674,4547,88
seq_002675,4870,88
seq_002676,2869,88
seq_002677,4910,88
seq_002678,3721,88
seq_002679,3076,88
seq_002680,2565,88
seq_002681,3380,88
seq_002682,5228,88
seq_002683,4240,88
seq_002684,1793,88
seq_002685,2378,88
seq_002686,3443,88
seq_002687,4162,88
seq_002688,5962,88
seq_002689,1857,88
seq_002690,2565,88
seq_002691,5490,88
seq_002692,2745,88
seq_002693,10262,88
seq_002694,4311,88
seq_002695,4522,88
seq_002696,4956,88
seq_002697,6650,88
seq_002698,2440,88
seq_002699,6596,88
seq_002700,3816,88
seq_002701,5518,88
seq_002702,10091,88
seq_002703,7173,88
seq_002704,2122,88
seq_002705,8507,88
seq_002706,5820,88
seq_002707,2696,88
seq_002708,2461,88
seq_002709,4963,88
seq_002710,484,88
seq_002711,5959,88
seq_002712,8630,88
seq_002713,7065,88
seq_002714,5159,88
seq_002715,3902,88
seq_002716,3187,88
seq_002717,3021,88
seq_002718,8239,88
seq_002719,2861,88
seq_002720,8368,88
seq_002721,4514,88
seq_002722,9139,88
seq_002723,4798,88
seq_002724,4520,88
seq_002725,5539,88
seq_002726,5575,88
seq_002727,2862,88
seq_002728,1234,88
seq_002729,4250,88
seq_002730,5095,88
seq_002731,3451,88
seq_002732,7657,88
seq_002733,2547,88
seq_002734,4163,88
seq_002735,6413,88
seq_002736,6681,88
seq_002737,4221,88
seq_002738,4813,88
seq_002739,1940,88
seq_002740,11712,88
seq_002741,3464,88
seq_002742,1418,88
seq_002743,5364,88
seq_002744,2486,88
seq_002745,4547,88
seq_002746,3842,88
seq_002747,5863,88
seq_002748,4059,88
seq_002749,4886,88
seq_002750,4147,88
seq_002751,1201,88
seq_002752,4436,88
seq_002753,5840,88
seq_002754,4282,88
seq_002755,3706,88
seq_002756,3009,88
seq_002757,9175,88
seq_002758,1728,88
seq_002759,5503,88
seq_002760,8418,88
seq_002761,5736,88
seq_002762,2283,88
seq_002763,8494,88
seq_002764,3948,88
seq_002765,1271,88
seq_002766,5113,88
seq_002767,7383,88
seq_002768,3098,88
seq_002769,2168,88
seq_002770,7284,88
seq_002771,4191,88
seq_002772,6563,88
seq_002773,4500,88
seq_002774,6696,88
seq_002775,10772,88
seq_002776,2465,88
seq_002777,7837,88
seq_002778,5611,88
seq_002779,7525,88
seq_002780,2174,88
seq_002781,2161,88
seq_002782,6289,88
seq_002783,3669,88
seq_002784,4949,88
seq_002785,5001,88
seq_002786,3049,88
seq_002787,3807,88
seq_002788,558,88
seq_002789,1088,88
seq_002790,5222,88
seq_002791,6072,88
seq_002792,3275,88
seq_002793,8185,88
seq_002794,3436,88
seq_002795,5166,88
seq_002796,5963,88
seq_002797,6436,88
seq_002798,2524,88
seq_002799,4526,88
seq_002800,4406,88
seq_002801,10103,88
seq_002802,9202,88
seq_002803,3289,88
seq_002804,2163,88
seq_002805,7357,88
seq_002806,5310,88
seq_002807,6330,88
seq_002808,849,88
seq_002809,8749,88
seq_002810,7371,88
seq_002811,1641,88
seq_002812,7426,88
seq_002813,3090,88
seq_002814,8630,88
seq_002815,1597,88
seq_002816,10992,88
seq_002817,5562,88
seq_002818,3534,88
seq_002819,2174,88
seq_002820,3929,88
seq_002821,8412,88
seq_002822,2986,88
seq_002823,2566,88
seq_002824,4517,88
seq_002825,5165,88
seq_002826,4598,88
seq_002827,10732,88
seq_002828,3187,88
seq_002829,10014,88
seq_002830,4528,88
seq_002831,8119,88
seq_002832,11776,88
seq_002833,6588,88
seq_002834,5671,88
seq_002835,10653,88
seq_002836,4446,88
seq_002837,2998,88
seq_002838,3262,88
seq_002839,4381,88
seq_002840,1345,88
seq_002841,9058,88
seq_002842,1259,88
seq_002843,6066,88
seq_002844,6109,88
seq_002845,5101,88
seq_002846,4158,88
seq_002847,5947,88
seq_002848,3836,88
seq_002849,1763,88
seq_002850,3577,88
seq_002851,2691,88
seq_002852,3565,88
seq_002853,5063,88
seq_002854,9325,88
seq_002855,2528,88
seq_002856,8500,88
seq_002857,6209,88
seq_002858,2078,88
seq_002859,8357,88
seq_002860,1289,88
seq_002861,5860,88
seq_002862,5123,88
seq_002863,10491,88
seq_002864,1980,88
seq_002865,1071,88
seq_002866,2185,88
seq_002867,2283,88
seq_002868,6396,88
seq_002869,4387,88
seq_002870,4122,88
seq_002871,3981,88
seq_002872,5676,88
seq_002873,2681,88
seq_002874,6496,88
seq_002875,1834,88
seq_002876,7048,88
seq_002877,574,88
seq_002878,6887,88
seq_002879,8841,88
seq_002880,3473,88
seq_002881,3322,88
seq_002882,6458,88
seq_002883,1144,88
seq_002884,4966,88
seq_002885,8625,88
seq_002886,1940,88
seq_002887,2739,88
seq_002888,10244,88
seq_002889,7172,88
seq_002890,1935,88
seq_002891,2254,88
seq_002892,3707,88
seq_002893,3923,88
seq_002894,5322,88
seq_002895,10682,88
seq_002896,2483,88
seq_002897,9321,88
seq_002898,4690,88
seq_002899,2674,88
seq_002900,2905,88
seq_002901,3278,88
seq_002902,8845,88
seq_002903,4811,88
seq_002904,4073,88
seq_002905,5278,88
seq_002906,4042,88
seq_002907,4809,88
seq_002908,3979,88
seq_002909,3449,88
seq_002910,4897,88
seq_002911,1403,88
seq_002912,4573,88
seq_002913,2568,88
seq_002914,7863,88
seq_002915,5406,88
seq_002916,6768,88
seq_002917,4752,88
seq_002918,1302,88
seq_002919,4732,88
seq_002920,5550,88
seq_002921,2443,88
seq_002922,3579,88
seq_002923,1649,88
seq_002924,11299,88
seq_002925,2071,88
seq_002926,7640,88
seq_002927,2411,88
seq_002928,2729,88
seq_002929,2964,88
seq_002930,3262,88
seq_002931,3539,88
seq_002932,4827,88
seq_002933,3381,88
seq_002934,2392,88
seq_002935,7673,88
seq_002936,1457,88
seq_002937,4461,88
seq_002938,8781,88
seq_002939,2582,88
seq_002940,4084,88
seq_002941,9168,88
seq_002942,3636,88
seq_002943,6596,88
seq_002944,9138,88
seq_002945,3866,88
seq_002946,7502,88
seq_002947,5550,88
seq_002948,2280,88
seq_002949,7199,88
seq_002950,2421,88
seq_002951,9464,88
seq_002952,2826,88
seq_002953,4338,88
seq_002954,7876,88
seq_002955,3824,88
seq_002956,4415,88
seq_002957,5136,88
seq_002958,1681,88
seq_002959,9869,88
seq_002960,2430,88
seq_002961,1784,88
seq_002962,2957,88
seq_002963,4924,88
seq_002964,990,88
seq_002965,6638,88
seq_002966,2189,88
seq_002967,7850,88
seq_002968,3857,88
seq_002969,5817,88
seq_002970,5689,88
seq_002971,650,88
seq_002972,5326,88
seq_002973,7001,88
seq_002974,7362,88
seq_002975,2159,88
seq_002976,3777,88
seq_002977,1360,88
seq_002978,1623,88
seq_002979,2400,88
seq_002980,3747,88
seq_002981,1773,88
seq_002982,2774,88
seq_002983,2860,88
seq_002984,6942,88
seq_002985,1511,88
seq_002986,3570,88
seq_002987,6230,88
seq_002988,4264,88
seq_002989,6529,88
seq_002990,9124,88
seq_002991,2804,88
seq_002992,9127,88
seq_002993,7181,88
seq_002994,8507,88
seq_002995,4498,88
seq_002996,3903,88
seq_002997,7096,88
seq_002998,9788,88
seq_002999,5979,88
seq_003000,1536,88
seq_003001,8679,88
seq_003002,2492,88
seq_003003,1724,88
seq_003004,7489,88
seq_003005,6121,88
seq_003006,5460,88
seq_003007,4163,88
seq_003008,3269,88
seq_003009,1574,88
seq_003010,9814,88
seq_003011,1971,88
seq_003012,966,88
seq_003013,5589,88
seq_003014,3483,88
seq_003015,8959,88
seq_003016,5451,88
seq_003017,5151,88
seq_003018,6861,88
seq_003019,5036,88
seq_003020,4297,88
seq_003021,8011,88
seq_003022,2692,88
seq_003023,1820,88
seq_003024,6208,88
seq_003025,3633,88
seq_003026,6729,88
seq_003027,9881,88
seq_003028,2721,88
seq_003029,4274,88
seq_003030,3442,88
seq_003031,2793,88
seq_003032,5472,88
seq_003033,11896,88
seq_003034,7651,88
seq_003035,2787,88
seq_003036,943,88
seq_003037,5426,88
seq_003038,3247,88
seq_003039,4426,88
seq_003040,2114,88
seq_003041,11046,88
seq_003042,6289,88
seq_003043,3408,88
seq_003044,3072,88
seq_003045,2874,88
seq_003046,2666,88
seq_003047,4955,88
seq_003048,5174,88
seq_003049,7488,88
seq_003050,3303,88
seq_003051,4862,88
seq_003052,3289,88
seq_003053,8712,88
seq_003054,1629,88
seq_003055,2054,88
seq_003056,3575,88
seq_003057,2070,88
seq_003058,3389,88
seq_003059,10326,88
seq_003060,1871,88
seq_003061,4738,88
seq_003062,6982,88
seq_003063,4912,88
seq_003064,5415,88
seq_003065,5555,88
seq_003066,6874,88
seq_003067,4181,88
seq_003068,6621,88
seq_003069,3004,88
seq_003070,2377,88
seq_003071,1165,88
seq_003072,7824,88
seq_003073,5216,88
seq_003074,4207,88
seq_003075,4328,88
seq_003076,9930,88
seq_003077,4023,88
seq_003078,2492,88
seq_003079,5005,88
seq_003080,8203,88
seq_003081,2144,88
seq_003082,2659,88
seq_003083,6478,88
seq_003084,2473,88
seq_003085,4175,88
seq_003086,6193,88
seq_003087,4723,88
seq_003088,2734,88
seq_003089,9678,88
seq_003090,4470,88
seq_003091,5253,88
seq_003092,5404,88
seq_003093,6532,88
seq_003094,2916,88
seq_003095,3623,88
seq_003096,6319,88
seq_003097,4435,88
seq_003098,2181,88
seq_003099,3275,88
seq_003100,3683,88
seq_003101,11068,88
seq_003102,6542,88
seq_003103,2490,88
seq_003104,5541,88
seq_003105,3115,88
seq_003106,4065,88
seq_003107,7255,88
seq_003108,4098,88
seq_003109,3002,88
seq_003110,3277,88
seq_003111,5375,88
seq_003112,6458,88
seq_003113,6114,88
seq_003114,8217,88
seq_003115,5429,88
seq_003116,4254,88
seq_003117,4249,88
seq_003118,4255,88
seq_003119,4683,88
seq_003120,2860,88
seq_003121,6542,88
seq_003122,5942,88
seq_003123,6799,88
seq_003124,6774,88
seq_003125,2831,88
seq_003126,4617,88
seq_003127,4974,88
seq_003128,3122,88
seq_003129,6351,88
seq_003130,2835,88
seq_003131,4116,88
seq_003132,4679,88
seq_003133,4180,88
seq_003134,6463,88
seq_003135,1385,88
seq_003136,4000,88
seq_003137,1699,88
seq_003138,3955,88
seq_003139,8575,88
seq_003140,3198,88
seq_003141,4816,88
seq_003142,11799,88
seq_003143,2346,88
seq_003144,1751,88
seq_003145,1001,88
seq_003146,1622,88
seq_003147,2058,88
seq_003148,929,88
seq_003149,3704,88
seq_003150,5477,88
seq_003151,3890,88
seq_003152,6749,88
seq_003153,6641,88
seq_003154,3256,88
seq_003155,3853,88
seq_003156,5290,88
seq_003157,2043,88
seq_003158,1243,88
seq_003159,3327,88
seq_003160,3930,88
seq_003161,2760,88
seq_003162,5375,88
seq_003163,5178,88
seq_003164,5450,88
seq_003165,4216,88
seq_003166,2583,88
seq_003167,8467,88
seq_003168,10428,88
seq_003169,1564,88
seq_003170,5174,88
seq_003171,3390,88
seq_003172,7560,88
seq_003173,2962,88
seq_003174,1391,88
seq_003175,3150,88
seq_003176,5488,88
seq_003177,4491,88
seq_003178,5624,88
seq_003179,2262,88
seq_003180,4622,88
seq_003181,4977,88
seq_003182,6649,88
seq_003183,4455,88
seq_003184,11858,88
seq_003185,4363,88
seq_003186,5964,88
seq_003187,4195,88
seq_003188,3238,88
seq_003189,4711,88
seq_003190,10933,88
seq_003191,3474,88
seq_003192,3338,88
seq_003193,4530,88
seq_003194,1356,88
seq_003195,3512,88
seq_003196,3192,88
seq_003197,7827,88
seq_003198,10206,88
seq_003199,3749,88
seq_003200,4619,88
seq_003201,3480,88
seq_003202,4098,88
seq_003203,8763,88
seq_003204,5710,88
seq_003205,5559,88
seq_003206,3754,88
seq_003207,11890,88
seq_003208,10516,88
seq_003209,1431,88
seq_003210,1053,88
seq_003211,11867,88
seq_003212,8099,88
seq_003213,5488,88
seq_003214,4924,88
seq_003215,6146,88
seq_003216,3648,88
seq_003217,2258,88
seq_003218,7475,88
seq_003219,3944,88
seq_003220,5825,88
seq_003221,6136,88
seq_003222,7754,88
seq_003223,4992,88
seq_003224,4062,88
seq_003225,2453,88
seq_003226,9580,88
seq_003227,3431,88
seq_003228,4229,88
seq_003229,1802,88
seq_003230,4210,88
seq_003231,2720,88
seq_003232,2585,88
seq_003233,3390,88
seq_003234,2168,88
seq_003235,1775,88
seq_003236,5348,88
seq_003237,3345,88
seq_003238,8849,88
seq_003239,3767,88
seq_003240,5641,88
seq_003241,5825,88
seq_003242,10350,88
seq_003243,5155,88
seq_003244,8778,88
seq_003245,7590,88
seq_003246,2600,88
seq_003247,2362,88
seq_003248,7353,88
seq_003249,4244,88
seq_003250,1382,88
seq_003251,4859,88
seq_003252,4145,88
seq_003253,5104,88
seq_003254,6228,88
seq_003255,2949,88
seq_003256,5108,88
seq_003257,1866,88
seq_003258,3309,88
seq_003259,2573,88
seq_003260,6321,88
seq_003261,2137,88
seq_003262,4531,88
seq_003263,8757,88
seq_003264,3580,88
seq_003265,3327,88
seq_003266,7686,88
seq_003267,3864,88
seq_003268,4366,88
seq_003269,3301,88
seq_003270,2779,88
seq_003271,7562,88
seq_003272,3771,88
seq_003273,4113,88
seq_003274,6795,88
seq_003275,5280,88
seq_003276,4365,88
seq_003277,5450,88
seq_003278,5611,88
seq_003279,3431,88
seq_003280,1730,88
seq_003281,7675,88
seq_003282,10053,88
seq_003283,1856,88
seq_003284,2124,88
seq_003285,1701,88
seq_003286,11572,88
seq_003287,4649,88
seq_003288,4165,88
seq_003289,4427,88
seq_003290,5269,88
seq_003291,5199,88
seq_003292,3599,88
seq_003293,4290,88
seq_003294,10969,88
seq_003295,1521,88
seq_003296,961,88
seq_003297,1654,88
seq_003298,3305,88
seq_003299,3437,88
seq_003300,4096,88
seq_003301,3306,88
seq_003302,5043,88
seq_003303,3251,88
seq_003304,2654,88
seq_003305,2392,88
seq_003306,6125,88
seq_003307,10550,88
seq_003308,2536,88
seq_003309,8860,88
seq_003310,5004,88
seq_003311,4145,88
seq_003312,2589,88
seq_003313,3556,88
seq_003314,2720,88
seq_003315,6283,88
seq_003316,6120,88
seq_003317,2268,88
seq_003318,2260,88
seq_003319,880,88
seq_003320,7375,88
seq_003321,7495,88
seq_003322,2477,88
seq_003323,2411,88
seq_003324,3297,88
seq_003325,5032,88
seq_003326,4098,88
seq_003327,6041,88
seq_003328,6561,88
seq_003329,1976,88
seq_003330,5171,88
seq_003331,2940,88
seq_003332,11227,88
seq_003333,5015,88
seq_003334,6377,88
seq_003335,5296,88
seq_003336,7673,88
seq_003337,4139,88
seq_003338,6138,88
seq_003339,5760,88
seq_003340,6048,88
seq_003341,8342,88
seq_003342,1481,88
seq_003343,8908,88
seq_003344,5125,88
seq_003345,8284,88
seq_003346,8491,88
seq_003347,7529,88
seq_003348,4656,88
seq_003349,3784,88
seq_003350,5272,88
seq_003351,2613,88
seq_003352,10210,88
seq_003353,5500,88
seq_003354,11381,88
seq_003355,6499,88
seq_003356,2720,88
seq_003357,3691,88
seq_003358,2314,88
seq_003359,7308,88
seq_003360,1743,88
seq_003361,6127,88
seq_003362,2216,88
seq_003363,3155,88
seq_003364,1512,88
seq_003365,2002,88
seq_003366,6989,88
seq_003367,3408,88
seq_003368,8153,88
seq_003369,4927,88
seq_003370,3287,88
seq_003371,3306,88
seq_003372,9266,88
seq_003373,5414,88
seq_003374,2519,88
seq_003375,3964,88
seq_003376,5146,88
seq_003377,2923,88
seq_003378,6550,88
seq_003379,3268,88
seq_003380,3775,88
seq_003381,9346,88
seq_003382,2702,88
seq_003383,2183,88
seq_003384,6657,88
seq_003385,4992,88
seq_003386,2441,88
seq_003387,3350,88
seq_003388,2668,88
seq_003389,8794,88
seq_003390,8224,88
seq_003391,6902,88
seq_003392,5083,88
seq_003393,3489,88
seq_003394,3165,88
seq_003395,5903,88
seq_003396,10451,88
seq_003397,2342,88
seq_003398,2418,88
seq_003399,9231,88
seq_003400,5093,88
seq_003401,6818,88
seq_003402,4533,88
seq_003403,3089,88
seq_003404,5054,88
seq_003405,9389,88
seq_003406,3520,88
seq_003407,2948,88
seq_003408,6239,88
seq_003409,4559,88
seq_003410,2208,88
seq_003411,3314,88
seq_003412,1154,88
seq_003413,2418,88
seq_003414,4151,88
seq_003415,7362,88
seq_003416,4363,88
seq_003417,10423,88
seq_003418,4276,88
seq_003419,4178,88
seq_003420,2213,88
seq_003421,3032,88
seq_003422,6851,88
seq_003423,5333,88
seq_003424,1838,88
seq_003425,7125,88
seq_003426,6702,88
seq_003427,6771,88
seq_003428,7679,88
seq_003429,4170,88
seq_003430,2101,88
seq_003431,1558,88
seq_003432,4314,88
seq_003433,6340,88
seq_003434,2960,88
seq_003435,8084,88
seq_003436,8975,88
seq_003437,3480,88
seq_003438,3060,88
seq_003439,5421,88
seq_003440,7443,88
seq_003441,5791,88
seq_003442,10632,88
seq_003443,3952,88
seq_003444,1025,88
seq_003445,2965,88
seq_003446,4274,88
seq_003447,3303,88
seq_003448,3391,88
seq_003449,4390,88
seq_003450,2777,88
seq_003451,4196,88
seq_003452,4326,88
seq_003453,10191,88
seq_003454,8937,88
seq_003455,4527,88
seq_003456,6569,88
seq_003457,1444,88
seq_003458,2469,88
seq_003459,6951,88
seq_003460,1259,88
seq_003461,2680,88
seq_003462,1865,88
seq_003463,4739,88
seq_003464,3278,88
seq_003465,9838,88
seq_003466,2679,88
seq_003467,4422,88
seq_003468,2948,88
seq_003469,2808,88
seq_003470,3156,88
seq_003471,4356,88
seq_003472,3159,88
seq_003473,2035,88
seq_003474,542,88
seq_003475,2875,88
seq_003476,8064,88
seq_003477,7763,88
seq_003478,3543,88
seq_003479,2267,88
seq_003480,3878,88
seq_003481,4554,88
seq_003482,8306,88
seq_003483,3628,88
seq_003484,4189,88
seq_003485,2106,88
seq_003486,3720,88
seq_003487,6360,88
seq_003488,5960,88
seq_003489,3674,88
seq_003490,2647,88
seq_003491,4890,88
seq_003492,4438,88
seq_003493,5709,88
seq_003494,2316,88
seq_003495,4440,88
seq_003496,2943,88
seq_003497,5514,88
seq_003498,6976,88
seq_003499,7843,88
seq_003500,8892,88
seq_003501,11616,88
seq_003502,2621,88
seq_003503,4080,88
seq_003504,5507,88
seq_003505,5728,88
seq_003506,7611,88
seq_003507,11546,88
seq_003508,6437,88
seq_003509,2762,88
seq_003510,5656,88
seq_003511,2894,88
seq_003512,6640,88
seq_003513,7663,88
seq_003514,6959,88
seq_003515,4622,88
seq_003516,4111,88
seq_003517,9874,88
seq_003518,3118,88
seq_003519,3483,88
seq_003520,7924,88
seq_003521,5334,88
seq_003522,4636,88
seq_003523,2508,88
seq_003524,10138,88
seq_003525,7314,88
seq_003526,2898,88
seq_003527,1579,88
seq_003528,5148,88
seq_003529,1993,88
seq_003530,4831,88
seq_003531,11836,88
seq_003532,3603,88
seq_003533,4889,88
seq_003534,5937,88
seq_003535,6465,88
seq_003536,8050,88
seq_003537,3895,88
seq_003538,3702,88
seq_003539,4883,88
seq_003540,6716,88
seq_003541,3870,88
seq_003542,8900,88
seq_003543,11563,88
seq_003544,511,88
seq_003545,2303,88
seq_003546,4437,88
seq_003547,1874,88
seq_003548,2334,88
seq_003549,6846,88
seq_003550,2050,88
seq_003551,4846,88
seq_003552,2597,88
seq_003553,2107,88
seq_003554,4072,88
seq_003555,8466,88
seq_003556,4680,88
seq_003557,5844,88
seq_003558,4415,88
seq_003559,3935,88
seq_003560,2132,88
seq_003561,8959,88
seq_003562,5085,88
seq_003563,3323,88
seq_003564,3289,88
seq_003565,4684,88
seq_003566,899,88
seq_003567,8886,88
seq_003568,7863,88
seq_003569,9454,88
seq_003570,11644,88
seq_003571,7088,88
seq_003572,2790,88
seq_003573,5699,88
seq_003574,11705,88
seq_003575,2607,88
seq_003576,9784,88
seq_003577,7831,88
seq_003578,5022,88
seq_003579,4622,88
seq_003580,6111,88
seq_003581,8043,88
seq_003582,8092,88
seq_003583,2536,88
seq_003584,3889,88
seq_003585,3479,88
seq_003586,5597,88
seq_003587,2388,88
seq_003588,3308,88
seq_003589,1428,88
seq_003590,8890,88
seq_003591,7426,88
seq_003592,11358,88
seq_003593,2324,88
seq_003594,3145,88
seq_003595,4584,88
seq_003596,9361,88
seq_003597,8116,88
seq_003598,2576,88
seq_003599,3319,88
seq_003600,3484,88
seq_003601,5360,88
seq_003602,8793,88
seq_003603,1340,88
seq_003604,9246,88
seq_003605,5681,88
seq_003606,8608,88
seq_003607,6744,88
seq_003608,2387,88
seq_003609,2203,88
seq_003610,4570,88
seq_003611,3084,88
seq_003612,5957,88
seq_003613,11875,88
seq_003614,1788,88
seq_003615,3108,88
seq_003616,2293,88
seq_003617,3868,88
seq_003618,5086,88
seq_003619,6742,88
seq_003620,1227,88
seq_003621,6924,88
seq_003622,723,88
seq_003623,8227,88
seq_003624,4467,88
seq_003625,3139,88
seq_003626,1635,88
seq_003627,5299,88
seq_003628,1411,88
seq_003629,6155,88
seq_003630,3836,88
seq_003631,1238,88
seq_003632,4562,88
seq_003633,5445,88
seq_003634,5118,88
seq_003635,3464,88
seq_003636,2379,88
seq_003637,4470,88
seq_003638,2245,88
seq_003639,1503,88
seq_003640,4099,88
seq_003641,2098,88
seq_003642,9208,88
seq_003643,6567,88
seq_003644,1793,88
seq_003645,1587,88
seq_003646,11606,88
seq_003647,9972,88
seq_003648,8822,88
seq_003649,4234,88
seq_003650,4437,88
seq_003651,4446,88
seq_003652,7598,88
seq_003653,3119,88
seq_003654,4733,88
seq_003655,10930,88
seq_003656,10079,88
seq_003657,1896,88
seq_003658,1840,88
seq_003659,5750,88
seq_003660,4518,88
seq_003661,4656,88
seq_003662,6165,88
seq_003663,1658,88
seq_003664,4035,88
seq_003665,5736,88
seq_003666,2550,88
seq_003667,2195,88
seq_003668,3691,88
seq_003669,4808,88
seq_003670,4145,88
seq_003671,11581,88
seq_003672,1651,88
seq_003673,4348,88
seq_003674,3667,88
seq_003675,11380,88
seq_003676,8439,88
seq_003677,4836,88
seq_003678,3609,88
seq_003679,1376,88
seq_003680,5838,88
seq_003681,7279,88
seq_003682,6397,88
seq_003683,10655,88
seq_003684,3596,88
seq_003685,2116,88
seq_003686,3274,88
seq_003687,8151,88
seq_003688,8325,88
seq_003689,6172,88
seq_003690,7119,88
